Year,UNIT_MEASURE,Пол,Value
2018,Број,Оба пола,12083
2019,Број,Оба пола,12449
2020,Број,Оба пола,13192
2018,Број,M,4563
2019,Број,M,4808
2020,Број,M,4945
2018,Број,Ж,7520
2019,Број,Ж,7641
2020,Број,Ж,8247
