Year,UNIT_MEASURE,Value
2008,Број,4105
2009,Број,3806
2010,Број,3080
2011,Број,4598
2012,Број,4823
2013,Број,4597
2014,Број,4730
2015,Број,4788
2016,Број,4909
2017,Број,5038
2018,Број,4910
