Year,UNIT_MEASURE,Value
2020,Број,41.4
2025,Број,43.6
2030,Број,45.6
2035,Број,47.6
2040,Број,49.4
2045,Број,50.9
2050,Број,52.2
2055,Број,53.2
2060,Број,54.0
2065,Број,54.7
2070,Број,55.2
