Year,UNIT_MEASURE,Value
2020,Broj,41.4
2025,Broj,43.6
2030,Broj,45.6
2035,Broj,47.6
2040,Broj,49.4
2045,Broj,50.9
2050,Broj,52.2
2055,Broj,53.2
2060,Broj,54.0
2065,Broj,54.7
2070,Broj,55.2
