Year,UNIT_MEASURE,Value
2002,Број,3
2003,Број,3
2004,Број,3
2005,Број,4
2006,Број,3
2007,Број,4
2008,Број,4
2009,Број,2
2010,Број,3
2011,Број,5
2012,Број,3
2013,Број,4
2014,Број,6
2015,Број,4
2016,Број,4
2017,Број,1
2018,Број,7
2019,Број,4
