Year,UNIT_MEASURE,Value
2007,Број,178
2008,Број,131
2009,Број,177
2010,Број,151
2011,Број,123
2012,Број,174
2013,Број,99
2014,Број,169
2015,Број,158
2016,Број,215
2017,Број,115
