Year,UNIT_MEASURE,Administrativna oblast,Spol,Value
2014,Broj,central_bosnia_canton,Ž,401
2014,Broj,herzegovina-neretva_canton,Ž,880
2014,Broj,west_herzegovina_canton,Ž,368
2014,Broj,sarajevo_canton,Ž,1933
2014,Broj,canton_10,Ž,180
2015,Broj,federation_of_bih,Oba spola,13268
2015,Broj,una-sana_canton,Oba spola,1311
2015,Broj,posavina_canton,Oba spola,161
2015,Broj,tuzla_canton,Oba spola,2213
2015,Broj,zenica-doboj_canton,Oba spola,1594
2015,Broj,bosnian-podrinje_canton,Oba spola,141
2015,Broj,central_bosnia_canton,Oba spola,889
2015,Broj,herzegovina-neretva_canton,Oba spola,1975
2015,Broj,west_herzegovina_canton,Oba spola,738
2015,Broj,sarajevo_canton,Oba spola,3856
2015,Broj,canton_10,Oba spola,390
2015,Broj,federation_of_bih,M,6906
2015,Broj,una-sana_canton,M,695
2015,Broj,posavina_canton,M,81
2015,Broj,tuzla_canton,M,1187
2015,Broj,zenica-doboj_canton,M,835
2015,Broj,bosnian-podrinje_canton,M,67
2015,Broj,central_bosnia_canton,M,447
2015,Broj,herzegovina-neretva_canton,M,999
2015,Broj,west_herzegovina_canton,M,365
2015,Broj,sarajevo_canton,M,2037
2015,Broj,canton_10,M,193
2015,Broj,federation_of_bih,Ž,6362
2015,Broj,una-sana_canton,Ž,616
2015,Broj,posavina_canton,Ž,80
2015,Broj,tuzla_canton,Ž,1026
2015,Broj,zenica-doboj_canton,Ž,759
2015,Broj,bosnian-podrinje_canton,Ž,74
2015,Broj,central_bosnia_canton,Ž,442
2015,Broj,herzegovina-neretva_canton,Ž,976
2015,Broj,west_herzegovina_canton,Ž,373
2015,Broj,sarajevo_canton,Ž,1819
2015,Broj,canton_10,Ž,197
2016,Broj,federation_of_bih,Oba spola,14405
2016,Broj,una-sana_canton,Oba spola,1351
2016,Broj,posavina_canton,Oba spola,160
2016,Broj,tuzla_canton,Oba spola,2337
2016,Broj,zenica-doboj_canton,Oba spola,1893
2016,Broj,bosnian-podrinje_canton,Oba spola,146
2016,Broj,central_bosnia_canton,Oba spola,970
2016,Broj,herzegovina-neretva_canton,Oba spola,2100
2016,Broj,west_herzegovina_canton,Oba spola,851
2016,Broj,sarajevo_canton,Oba spola,4206
2016,Broj,canton_10,Oba spola,391
2016,Broj,federation_of_bih,M,7604
2016,Broj,una-sana_canton,M,743
2016,Broj,posavina_canton,M,83
2016,Broj,tuzla_canton,M,1252
2016,Broj,zenica-doboj_canton,M,968
2016,Broj,bosnian-podrinje_canton,M,68
2016,Broj,central_bosnia_canton,M,495
2016,Broj,herzegovina-neretva_canton,M,1071
2016,Broj,west_herzegovina_canton,M,437
2016,Broj,sarajevo_canton,M,2298
2016,Broj,canton_10,M,189
2016,Broj,federation_of_bih,Ž,6801
2016,Broj,una-sana_canton,Ž,608
2016,Broj,posavina_canton,Ž,77
2016,Broj,tuzla_canton,Ž,1085
2016,Broj,zenica-doboj_canton,Ž,925
2016,Broj,bosnian-podrinje_canton,Ž,78
2016,Broj,central_bosnia_canton,Ž,475
2016,Broj,herzegovina-neretva_canton,Ž,1029
2016,Broj,west_herzegovina_canton,Ž,414
2016,Broj,sarajevo_canton,Ž,1908
2016,Broj,canton_10,Ž,202
2017,Broj,federation_of_bih,Oba spola,15093
2017,Broj,una-sana_canton,Oba spola,1398
2017,Broj,posavina_canton,Oba spola,158
2017,Broj,tuzla_canton,Oba spola,2484
2017,Broj,zenica-doboj_canton,Oba spola,2017
2017,Broj,bosnian-podrinje_canton,Oba spola,155
2017,Broj,central_bosnia_canton,Oba spola,1034
2017,Broj,herzegovina-neretva_canton,Oba spola,2317
2017,Broj,west_herzegovina_canton,Oba spola,901
2017,Broj,sarajevo_canton,Oba spola,4221
2017,Broj,canton_10,Oba spola,408
2017,Broj,federation_of_bih,M,7850
2017,Broj,una-sana_canton,M,768
2017,Broj,posavina_canton,M,84
2017,Broj,tuzla_canton,M,1289
2017,Broj,zenica-doboj_canton,M,998
2017,Broj,bosnian-podrinje_canton,M,84
2017,Broj,central_bosnia_canton,M,559
2017,Broj,herzegovina-neretva_canton,M,1137
2017,Broj,west_herzegovina_canton,M,444
2017,Broj,sarajevo_canton,M,2284
2017,Broj,canton_10,M,203
2017,Broj,federation_of_bih,Ž,7243
2017,Broj,una-sana_canton,Ž,630
2017,Broj,posavina_canton,Ž,74
2017,Broj,tuzla_canton,Ž,1195
2017,Broj,zenica-doboj_canton,Ž,1019
2017,Broj,bosnian-podrinje_canton,Ž,71
2017,Broj,central_bosnia_canton,Ž,475
2017,Broj,herzegovina-neretva_canton,Ž,1180
2017,Broj,west_herzegovina_canton,Ž,457
2017,Broj,sarajevo_canton,Ž,1937
2017,Broj,canton_10,Ž,205
2018,Broj,federation_of_bih,Oba spola,15722
2018,Broj,una-sana_canton,Oba spola,1428
2018,Broj,posavina_canton,Oba spola,165
2018,Broj,tuzla_canton,Oba spola,2492
2018,Broj,zenica-doboj_canton,Oba spola,2255
2018,Broj,bosnian-podrinje_canton,Oba spola,165
2018,Broj,central_bosnia_canton,Oba spola,1094
2018,Broj,herzegovina-neretva_canton,Oba spola,2519
2018,Broj,west_herzegovina_canton,Oba spola,991
2018,Broj,sarajevo_canton,Oba spola,4204
2018,Broj,canton_10,Oba spola,409
2018,Broj,federation_of_bih,M,8175
2018,Broj,una-sana_canton,M,806
2018,Broj,posavina_canton,M,76
2018,Broj,tuzla_canton,M,1278
2018,Broj,zenica-doboj_canton,M,1126
2018,Broj,bosnian-podrinje_canton,M,90
2018,Broj,central_bosnia_canton,M,533
2018,Broj,herzegovina-neretva_canton,M,1270
2018,Broj,west_herzegovina_canton,M,477
2018,Broj,sarajevo_canton,M,2311
2018,Broj,canton_10,M,208
2018,Broj,federation_of_bih,Ž,7547
2018,Broj,una-sana_canton,Ž,622
2018,Broj,posavina_canton,Ž,89
2018,Broj,tuzla_canton,Ž,1214
2018,Broj,zenica-doboj_canton,Ž,1129
2018,Broj,bosnian-podrinje_canton,Ž,75
2018,Broj,central_bosnia_canton,Ž,561
2018,Broj,herzegovina-neretva_canton,Ž,1249
2018,Broj,west_herzegovina_canton,Ž,514
2018,Broj,sarajevo_canton,Ž,1893
2018,Broj,canton_10,Ž,201
