Year,UNIT_MEASURE,Value
2007,Број,797
2008,Број,818
2009,Број,820
2010,Број,831
2011,Број,834
2012,Број,847
2013,Број,755
2014,Број,737
2015,Број,717
2016,Број,704
2017,Број,687
2018,Број,689
2019,Број,701
